DIAS;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;TOTAL
ANDALUCIA;0;0;4;2;0;0;0;6;4;5;9;10;5;10;7;8;3;6;0;9;7;6;3;3;2;0;0;2;0;0;0;111
ARAGÓN;0;0;0;0;0;4;7;0;0;0;0;10;5;5;0;0;0;0;0;0;0;0;8;0;7;4;0;0;0;0;0;50
ASTURIAS;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
BALEARES;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
CANARIAS;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;18
CANTABRIA;0;0;0;0;0;0;0;0;0;0;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
C. MANCHA;2;0;0;0;0;0;0;0;0;0;0;10;5;10;0;0;0;0;10;4;3;0;0;0;0;0;0;0;0;3;0;47
C. LEÓN;0;0;0;0;0;6;0;0;0;0;1;5;5;5;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;25
CATALUÑA;5;8;11;0;2;11;4;8;15;7;2;40;30;40;2;9;4;5;13;9;4;8;8;5;0;2;0;0;0;0;3;255
C. VALENCIANA;0;2;0;0;0;1;0;0;3;3;4;10;10;20;0;0;0;11;2;0;3;0;0;2;0;10;1;0;4;3;0;89
EXTREMADURA;2;3;4;13;1;4;10;0;3;33;4;240;239;360;16;8;19;3;15;25;35;2;5;2;7;6;19;10;6;4;0;1098
GALICIA;0;0;0;0;0;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;21
LA RIOJA;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
C. MADRID;15;0;7;5;2;5;2;0;0;3;10;50;10;20;6;18;15;11;21;7;6;0;3;8;9;13;1;5;3;2;2;259
MURCIA;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
NAVARRA;0;0;0;0;2;0;7;0;2;0;0;0;5;0;0;0;0;2;1;5;0;0;0;0;0;0;0;0;0;3;0;27
P. VASCO;9;0;0;2;2;6;0;5;0;0;10;40;20;30;10;0;4;2;4;12;7;2;0;0;8;0;4;4;0;0;5;186
CEUTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MELILLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
