DIAS;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;TOTAL
ANDALUCIA;48;2;0;0;0;0;0;2;0;0;0;0;0;60;25;0;250;16;0;4;2;9;0;6;7;9;0;3;2;0;0;445
ARAGÓN;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;4;7;0;0;0;0;0;8;0;0;0;0;0;24
ASTURIAS;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BALEARES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANARIAS;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
CANTABRIA;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;7
C. MANCHA;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;2;3;0;4;21
C. LEÓN;2;6;0;0;0;0;0;0;0;0;2;0;5;20;15;0;0;0;0;5;0;8;0;0;4;8;0;0;0;0;0;75
CATALUÑA;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;4;4;0;0;0;0;0;18
C. VALENCIANA;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;6
EXTREMADURA;59;29;84;2;2;0;16;4;0;50;1;1;8;16;67;0;0;60;158;2;87;20;0;62;89;150;118;13;36;0;81;1215
GALICIA;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;0;0;0;0;0;0;6;0;2;4;0;0;0;0;0;0;25
LA RIOJA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;15
C. MADRID;9;2;2;2;0;0;4;0;0;0;1;10;0;18;13;0;0;0;0;0;0;0;0;0;4;9;0;3;0;0;0;77
MURCIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NAVARRA;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;20
P. VASCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2
CEUTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MELILLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
